SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20230414|03759B102|APGN|1053|APEXIGEN INC|0.60
20230414|037598109|APOG|1181|APOGEE ENTERPRISES INC|42.32
20230414|03762U105|ARI|3851|APOLLO COMMERICAL REAL ESTATE |9.18
20230414|03763A207|AMEH|5448|APOLLO MED HLDGS INC|40.17
20230414|037638103|AIF|5814|APOLLO TACTICAL INCOME FD INC |12.49
20230414|03770A109|APGOF|7772|APOLLO SILVER CORP COM(CANADA)|0.15
20230414|03783C100|APPF|108|APPFOLIO INC COM CL A|128.68
20230414|03783P101|APAAF|10005|APPIA RARE EARTHS & URANIUM|0.18
20230414|03783T103|APPH|138288|APPHARVEST INC|0.50
20230414|037833100|AAPL|52099|APPLE INC;COM NPV|165.56
20230414|03784Y200|APLE|2762|APPLE HOSPITALITY REIT INC COM|15.67
20230414|03819M106|AERG|3966|APPLIED ENERGETICS, INC|2.50
20230414|03823U102|AAOI|382|APPLIED OPTOELECTRONICS INC CO|2.23
20230414|03824M109|AMTI|3485|APPLIED MOLECULAR TRANS INC CO|0.29
20230414|03828A101|APLT|5102|APPLIED THERAPEUTICS INC COM (|0.84
20230414|03828V105|AUVI|1482|APPLIED UV INC COM|0.79
20230414|03831W108|APP|18230|APPLOVIN CORP COM CL A (DE)|16.36
20230414|038336103|ATR|12|APTAGROUP INC|119.78
20230414|03834B127|APCXW|2553|APPTECH PMTS CORP WT EXP (DE)1|0.31
20230414|03836N103|APTX|9610|APTINYX INC COM (DE)|0.12
20230414|03837C106|APYX|2158|APYX MED CORP COM|3.05
20230414|03842W105|AQU|2480|AQUARON ACQUISITION CORP COM (|10.31
20230414|03842W113|AQUNR|299|AQUARON ACQUISITION CORP RT 7/|0.38
20230414|038923108|ABR|26013|ARBOR REALTY TRUST INC|10.42
20230414|039014303|RKDA|1830|ARCADIA BIOSCIENCES INC COM PA|6.84
20230414|03937C105|ARCB|115|ARCBEST CORPORATION COMMON STO|92.27
20230414|03938C104|ACHFF|2009|ARCH BIOPARTNERS INC ORD SHS (|1.60
20230414|03938L203|MT|12720|ARCELORMITTAL LUXEMBOURG NY RE|29.86
20230414|03940C100|ACLX|2095|ARCELLX INC|29.30
20230414|03940R107|ARCH|492|ARCH RESOURCES, INC|132.07
20230414|03945R102|ACHR|299930|ARCHER AVIATION INC CL A (DE) |2.29
20230414|039483102|ADM|989|ARCHER DANIELS MIDLAND CO|81.22
20230414|039587209|FUV|938|ARCIMOTO INC COM NEW|1.81
20230414|039653100|ACA|390|ARCOSA INC COM|60.29
20230414|03966V107|ARNC|1|ARCONIC ROLLED PRODS CORP COM |25.65
20230414|03969F109|RCUS|12|ARCUS BIOSCIENCES INC|18.46
20230414|03969K108|ARQT|1356|ARCUTIS BIOTHERAPEUTICS INC CO|14.74
20230414|03969T109|ARCT|589|ARCTURUS THERAPEUTICS HLDGS IN|28.34
20230414|03990B101|ARES|597|ARES MGMT CORP COM CL A (DE)|84.63
20230414|040044109|AREN|39|ARENA GROUP HLDGS INC DEL COM |4.63
20230414|04010L103|ARCC|245737|ARES CAPITAL CORP|18.62
20230414|040126104|ARBK|7268|ARGO BLOCKCHAIN PLC ADR (GBR) |1.57
20230414|040126203|ARBKL|388|ARGO BLOCKCHAIN PLC SR NT (GBR|7.99
20230414|040128209|ARGOPRA|1047|ARGO GROUP INTL HLD LTD|24.02
20230414|04016E202|PNXLF|5000|ARGENTINA LITHIUM & ENERGY|0.20
20230414|04016J102|ARBTF|119|ARGO GOLD INC COM (CAN)|0.07
20230414|04017M104|ARSMF|15464|ARES STRATEGIC MNG INC COM (CA|0.17
20230414|04035M102|ARHS|2595|ARHAUS INC CL A|7.85
20230414|04040Y109|TPRFF|519|ARIS MNG CORP COM (CANADA)|3.34
20230414|040450108|ARIZ|9|ARISZ ACQ.CORP COM (DE)|10.36
20230414|040450124|ARIZR|2334|ARISZ ACQ.CORP RT(DE)|0.17
20230414|041232109|ARKAY|67|ARKEMA SPONSORED ADR (FRANCE) |98.63
20230414|041356205|AAIC|27|ARLINGTON ASSET INVT CORP CL A|2.61
20230414|042072108|ARMV|694|ARMA SVCS INC|3.60
20230414|04208T108|AHH|726|ARMADA HOFFLER PROPERTIES, INC|11.73
20230414|042315507|ARR|282595|ARMOUR RESIDENTIAL REIT INC CO|5.25
20230414|042315606|ARRPRC|270|ARMOUR RESIDENTIAL REIT INC|19.89
20230414|04247X102|AWI|107|ARMSTRONG WORLD INDUSTRIES INC|70.15
20230414|04271T100|ARRY|617|ARRAY TECHNOLOGIES INC COM (DE|21.79
20230414|042744102|AROW|37|ARROW FINANCIAL CORP|23.33
20230414|042765792|DWAT|44|ARROW INVTS TR DWA TACTICAL MA|10.29
20230414|04282M110|ARRWW|1412|ARROWROOT ACQUISITION CORP WT |0.13
20230414|04302L100|ARGTF|211|ARTEMIS GOLD INC COM (CAN)|3.61
20230414|04303A111|ARTEW|850|ARTEMIS STRATEGIC INVT CORP WT|0.07
20230414|043113208|ARTNA|170|ARTESIAN RES CORP CL-A|58.37
20230414|04336A104|ARWYF|3676|ARWAY CORP COM (CAN)|0.71
20230414|043400100|AHKSY|32|ASAHI KASEI CORPORATION ADR|14.18
20230414|043504109|ASDRF|1012|ASCENDANT RES INC (CANADA)|0.19
20230414|04351N106|AAWH|12631|ASCEND WELLNESS HLDGS INC|0.85
20230414|04351P101|ASND|21|ASCENDIS PHARMA A/S SPONSORED |82.57
20230414|043635606|ASTI|5793|ASCENT SOLAR TECHNOLOGIES INC |0.36
20230414|04367G103|ASXC|21910|ASENSUS SURGICAL INC COM (DE) |0.73
20230414|044103869|AHT|130874|ASHFORD HOSPITALITY TR INC COM|3.29
20230414|044186104|ASH|308|ASHLAND INC.|103.88
20230414|045055100|ASHTY|10|ASHTED GROUP PLC UNSPON ADR (U|232.42
20230414|04521N101|ASCCY|571|ASICS CORPORATION AMERICAN DEP|29.27
20230414|04522R200|ASLN|97|ASLAN PHARMACEUTICALS LTD SPON|3.02
20230414|04537Y109|AWH|1000|ASPIRA WOMENS HEALTH INC|0.38
20230414|04541A105|ASST|964|ASSET ENTITIES INC CL B|0.97
20230414|04545K109|ARZGY|652|Assicurazioni Generali Spa Ord|10.41
20230414|045487105|ASB|3515|ASSOCIATED BANC CORP|18.17
20230414|045487402|ASBPRF|251|ASSOCIATED BANC-CORP DEP SH RP|19.78
20230414|045487600|ASBA|5107|ASSOCIATED BANC-CORP SUB NT FI|24.18
20230414|045528106|AC|678|ASSOCIATED CAP GROUP INC CLASS|36.00
20230414|04621X306|AIZN|387|ASSURANT INC SUB NT 5.25% SUBO|21.63
20230414|04633F103|ATEPF|1|ASTRA EXPL INC COM(CAN)|0.11
20230414|04634X103|ASTR|6130|ASTRA SPACE INC|0.39
20230414|04635X102|ATXS|241|ASTRIA THERAPEUTICS INC|11.16
20230414|046353108|AZN|193567|ASTRAZENECA PLC|74.77
20230414|046433108|ATRO|455|ASTRONICS CORP|15.59
20230414|04649U102|ASUR|814|ASURE SOFTWARE, INC COM|15.83
20230414|046491106|ATADF|77|ATAC RESOURCES LTD (CDA)|0.12
20230414|04651A200|ZSPY|1635|ASYMMETRIC ETFS TR SMART ALPHA|25.40
20230414|04651A309|MORE|96|ASYMMETRIC ETFS TR SMART INCOM|23.29
20230414|046513107|ATRA|8330|ATARA BIOTHERAPEUTICS INC COMM|2.71
20230414|04683A103|ATEAY|3001|ATEA ASA AMERICAN DEPOSITARY R|7.00
20230414|04683R106|AVIR|10|ATEA PHARMACEUTICALS INC COM (|3.37
20230414|04684M114|ACAQWS|400|ATHENA CONSUMER ACQUISITION CO|0.05
20230414|04685N202|ATNX|637|ATHENEX INC COM NEW|1.30
20230414|04686J200|ATHPRB|664|ATHENE HLDG LTD DEP SHS REPSTG|20.18
20230414|04686J408|ATHPRD|200|ATHENE HLDG DEPOSITARY SH|16.56
20230414|04744L205|ATHX|2520|ATHERSYS INC NEW COM|0.94
20230414|04746L104|ATHA|3280|ATHIRA PHARMA INC|2.54
20230414|047649108|ATKR|1253|ATKORE INC. COM (DE)|130.96
20230414|04845A116|ACABW|528|ATLANTIC COASTAL ACQUISITION C|0.04
20230414|04911A107|AUB|194|ATLANTIC UN BANKSHARES CORP CO|33.92
20230414|04914Y102|ATLC|118|ATLANTICUS HLDGS CORP|28.37
20230414|04914Y201|ATLCP|428|ATLANTICUS HLDGS CORP PERP PFD|17.86
20230414|04914Y300|ATLCL|391|ATLANTICUS HLDGS CORP SR NT (G|22.89
20230414|049255706|ATLKY|4|ATLAS COPCO AB SP ADR-NEW(RP-A|12.42
20230414|04943J100|REMRF|5187|ATLAS SALT INC COM (CAN)|0.71
20230414|049468101|TEAM|7021|ATLASSIAN CORP CL A(DE)|168.09
20230414|049506108|AMV|55677|ATLIS MTR VEHS INC CL A(DE)|0.65
20230414|049560105|ATO|620|ATMOS ENERGY CORP|114.34
20230414|04962H506|ATOS|6384|ATOSSA THERAPEUTICS, INC. COMM|0.74
20230414|04965B100|ATOM|2632|ATOMERA INC COM|5.64
20230414|04965G109|BCEL|14887|ATRECA INC CL A COM|0.99
20230414|04965M106|ATAT|2897|ATOUR LIFESTYLE HLDGS LTD SPON|22.58
20230414|049904105|ATRI|4|ATRION CORP|648.20
20230414|05070N103|AUD|32799|AUDACY INC CL-A (PA)|0.13
20230414|05072K107|AUUD|7256|AUDDIA INC COM|0.89
20230414|05156F107|AIRRF|363|AURION RES LTD|0.59
20230414|05156V102|AUPH|10562|AURINIA PHARMACEUTICALS INC OR|11.25
20230414|05156X884|ACB|153138|AURORA CANNABIS INC COM (CANAD|0.66
20230414|051774107|AUR|4317|AURORA INNOVATION INC CL A|1.38
20230414|051774115|AUROW|1152|AURORA INNOVATION INC WT EXP 0|0.18
20230414|052769106|ADSK|5110|AUTODESK INC (DE)|196.31
20230414|05277E104|ATDRY|252758|AUTO TRADER GROUP PLC ADR (NY)|1.89
20230414|05280R100|AUTL|1601|AUTOLUS THERAPEUTICS PLC SPONS|1.86
20230414|053332102|AZO|1427|AUTOZONE INC|2618.65
20230414|05337L304|AVLNF|3020|AVALON ADVANCED MATLS INC COM |0.09
20230414|05337M104|AVDL|20900|AVADEL PHARMACEUTICALS PLC SPO|10.19
20230414|05338E101|AVAC|1588|AVALON ACQUISITION INC CL A (D|10.48
20230414|05338E119|AVACW|2700|AVALON ACQUISITION INC WT EXP |0.09
20230414|05344R203|ALBT|15579|AVALON GLOBOCARE CORP COM|2.23
20230414|053484101|AVB|6|AVALONBAY COMMUNITIES INC|170.07
20230414|05350V106|AVNS|638|AVANOS MEDICAL INC COM|30.34
20230414|05351P108|ARGYF|3005|AVANTI HELIUM CORP COM(CAN)|0.45
20230414|05351W103|AGR|4585|AVANGRID INC COM|40.49
20230414|05351X101|AVYAQ|10|AVAYA HLDGS CORP COM|.
20230414|05353D103|AVTBF|12672|AVANT BRANDS INC COM (CAN)|0.15
20230414|05356F105|AVAH|669|AVEANNA HEALTHCARE HLDGS INC|1.27
20230414|05360L304|ATXI|131|AVENUE THERAPEUTICS INC COM PA|1.16
20230414|053604104|AVPT|56|AVEPOINT, INC.|4.02
20230414|053774105|CAR|8|AVIS BUDGET GROUP, INC. (NEW) |181.17
20230414|05379B107|AVA|211|AVISTA CORP|44.27
20230414|053807103|AVT|11|AVNET INC|44.14
20230414|05453N100|AWRE|202|AWARE INC (MASS)|1.69
20230414|054536107|AXAHY|1040|AXA ADS (1 ORD SHS)|32.18
20230414|05454B105|AXLA|17498|AXCELLA HEALTH INC COM (DE)|0.38
20230414|054540208|ACLS|12|AXCELIS TECHNOLOGIES INC COM N|127.11
20230414|05455M100|AVRO|26516|AVROBIO INC COM (DE)|0.96
20230414|05455W108|AWKNF|19032|AWAKN LIFE SCIENCES CORP COM (|0.23
20230414|05464C101|AXON|276|AXON ENTERPRISE INC COM STK (D|223.31
20230414|05464T104|AXSM|23808|AXSOME THERAPEUTICS INC COM ST|65.05
20230414|05465C100|AX|1484|AXOS FINL INC|37.29
20230414|05466C109|AYASF|2704|AYA GOLD & SILVER INC COM (CAN|7.95
20230414|05475P109|AYRWF|11550|AYR WELLNESS INC SUB LTD VTG S|0.66
20230414|05476A101|AYURF|1011|AYURCANN HLDGS CORP|0.04
20230414|05478T207|AZURF|8556|AZINCOURT ENERGY CORP COM NEW |0.03
20230414|05479K106|AZYO|39|AZIYO BIOLOGICS INC|1.45
20230414|054827100|AZZTF|140|AZTEC MINERALS CORP COM (CAN) |0.21
20230414|05501U106|AZUL|3045|AZUL S.A. SPONSORED ADR RPTG P|7.29
20230414|05508R106|BGS|8479|B&G FOODS INC COM STK (DE)|15.86
20230414|05523R107|BAESY|52|BAE SYS PLC SPONS ADR|51.38
20230414|055298103|BCBP|1618|BCB BANCORP INC (NJ)|11.51
20230414|05534B760|BCE|60630|BCE INC COM (NEW)|48.07
20230414|05541T101|BGCP|317764|BGC PARTNERS INC CL A COM STK |4.29
20230414|05550J101|BJ|363|BJS WHSL CLUB HLDGS INC COM|74.78
20230414|05561Q201|BOKF|55|BOK FINL CORP|82.44
20230414|055622104|BP|39378|BP PLC ADS(RP 6 ORD)|40.46
20230414|055630107|BPT|9003|BP PRUDHOE BAY ROYALTY TR|7.87
20230414|05565A202|BNPQY|22|BNP PARIBAS SPONS ADR|31.74
20230414|05577W200|DOOO|407|BRP INC COM SHS SUB VTG (CDA) |76.69
20230414|05580M108|RILY|3003|B. RILEY FINANCIAL, INC. COMMO|27.62
20230414|05580M702|RILYO|1174|B RILEY FINL INC SR NT (DE)|24.15
20230414|05580M793|RILYG|1423|B RILEY FINL INC SR NT (DE)12/|17.69
20230414|05580M819|RILYZ|305|B RILEY FINL INC SR NT (DE)|16.71
20230414|05580M850|RILYL|1478|B RILEY FINL INC DEP SHS REPST|24.10
20230414|05580M868|RILYM|1597|B RILEY FINL INC SR NT|21.54
20230414|05581M404|BTCS|98|BTCS INC COM PAR $0.001 NEW (N|1.53
20230414|05587G104|BKTI|5849|BK TECHNOLOGIES CORP COM|2.58
20230414|05588W108|LEO|660|BNY MELLON STRATEGIC MUNS INC |6.45
20230414|05589G102|BRP|347|BRP GROUP INC CL A|26.30
20230414|05589T104|DMF|3937|BNY MELLON MUN INCOME INC COM |6.43
20230414|05591L107|BMTX|1269|BM TECHNOLOGIES INC|3.08
20230414|05601U105|BRCC|10351|BRC INC COM CL A (DE)|5.28
20230414|05602L112|BRIVW|329|B RILEY PRIN 250 MERGER CORP W|0.07
20230414|05605B103|BTUMF|6500|BTU METALS CORP (CANADA)|0.03
20230414|05606L100|BYDDY|59|BYD Company Ltd Unsponsored AD|56.77
20230414|05608P109|BCAN|202|BYND CANNASOFT ENTERPRISES INC|2.19
20230414|05614L209|BW|988|BABCOCK & WILCOX ENTERPRISES I|6.04
20230414|05614L308|BWSN|504|BABCOCK & WILCOX ENTERPRISES|24.72
20230414|05614L407|BWPRA|707|BABCOCK & WILCOX ENTERPRISES|17.75
20230414|05636G105|BCHMY|150|BACHEM HLDG AG ADR (CHE)|10.35
20230414|05637B105|BLZE|11691|BACKBLAZE INC CL A COM|4.67
20230414|056525108|BMI|369|BADGER METER INC|122.44
20230414|056752108|BIDU|70|BAIDU INC SPON ADR RPTNG ORD S|132.73
20230414|05759B107|BKKT|40431|BAKKT HLDGS INC COM CL A (DE) |1.59
20230414|057665200|BCPC|329|BALCHEM CORP|127.92
20230414|058586108|BLDP|898|BALLARD POWER SYS INC|5.12
20230414|05875B106|BALY|612|BALLYS CORP COM (DE)|18.50
20230414|05945F103|BANF|32|BANCFIRST CORP|82.53
20230414|05946K101|BBVA|233|BANCO BILBAO VIZ ARGENTARA ADS|7.30
20230414|059460303|BBD|4799|BANCO BRADESCO ADS REP ONE PFD|2.81
20230414|059520106|BCH|1115|BANCO DE CHILE ADS (REP 200 SH|19.71
20230414|059578104|BDORY|3863|BANCO DO BRASIL S A SPON ADR|8.70
20230414|05964H105|SAN|173|BANCO SANTANDER SA|3.83
20230414|05967A107|BSBR|172661|BANCO SANTANDER BRASIL SA ADS |5.61
20230414|05968L102|CIB|143|BANCOLOMBIA S.A. ADS(RP 4 PFD)|28.30
20230414|059702209|BCVPRA|292|BANCROFT FD LTD PFD CUM SER A |23.85
20230414|059831107|NCBDY|12|BANDAI NAMCO HLDGS INC ADR (JA|11.12
20230414|059893107|BKKLY|547|Bangkok Bank|23.88
20230414|060505104|BAC|11841|BANK OF AMERICA CORP|28.56
20230414|060505195|BACPRK|327|BANK AMER CORP|24.70
20230414|060505229|BACPRB|350|BANK AMER CORP DEP SHS RPSTG 1|25.22
20230414|060505583|BMLPRL|3029|BK OF AMERICA DEP SHS RPSTG|20.82
20230414|060505591|BMLPRJ|661|BK OF AMERICA DEP SHS RPSTG 1/|21.41
20230414|060505633|BMLPRG|234|BK OF AMERICA DEP SHS REPSTG 1|20.86
20230414|06055H202|BACPRN|697|BANK AMER CORP DEP SHS REP 1/1|22.37
20230414|06055H400|BACPRO|887|BANK AMER CORPO DEP SHS REPSTG|19.45
20230414|06211J100|BFC|2302|BANK FIRST CORP COM(WI)|69.87
20230414|062510300|BKHYY|13043|BANK HAPOALIM BM SPONSORED ADR|38.21
20230414|062545207|BOHPRA|1683|BANK HAWAII HONOLULU|16.47
20230414|06367V204|FNGD|106282|MICROSECTORS FANG+ INDEX -3X I|19.78
20230414|063671101|BMO|29159|BANK OF MONTREAL|90.92
20230414|063679526|SHNY|103|BANK MONTREAL QUE MICROSECTORS|32.86
20230414|063679534|FNGU|694|MICROSECTORS FANG+ INDEX 3X LE|95.55
20230414|063679583|OILU|1|BK MONTR QUE MICRO. OIL & GAS |45.37
20230414|063679591|BERZ|99|BANK MONTREAL MICROSECTORS FAN|14.11
20230414|063679625|BNKD|7047|BNK MONTREAL QUE MICROSEC US B|13.53
20230414|063679641|GDXD|16080|BANK MONTREAL QUE MICROSECTORS|3.72
20230414|063679823|BNKU|14044|BNK MONTREAL QUE MICROSECTORS |15.68
20230414|06368B504|FNGS|1288|BANK MONTREAL QUE MICROSECTORS|26.33
20230414|06368J101|FLYD|75|BANK MONTREAL S-NETWORK MICROS|7.71
20230414|06368L106|NRGD|1014|BANK MONTREAL QUE MICROSECT U |270.48
20230414|06368L403|WTID|21|BANK MONTREAL QUE MICROSECTORS|24.61
20230414|064058100|BK|888|BANK OF NEW YORK MELLON CORP|46.20
20230414|064149107|BNS|6287|BANK OF NOVA SCOTIA (F)|51.34
20230414|06417N103|OZK|74941|BANK OZK|33.79
20230414|06426M104|BACHY|70|Bank of China Ltd Beijing Unsp|9.85
20230414|06652V208|BANR|1142|BANNER CORP COM STK NEW (WA)|52.49
20230414|06654K101|BNNR|300|BANNER ACQUISITION CORP CL A (|10.25
20230414|06654K119|BNNRW|400|BANNER ACQUISITION CORP WT EXP|0.04
20230414|06684L103|BZUN|967|BAOZUN INC SPONSORED ADR (CYM)|5.06
20230414|066849100|BHB|1|BAR HARBOR BANKSHARES|25.23
20230414|06739H214|SGGFF|100|BARCLAYS BK PLC IPATH BLOOMBER|47.00
20230414|06739H313|NIB|50|BARCLAYS BK PLC IPATH BLOOMBER|32.90
20230414|06745T368|GAZ|728|BARCLAYS BK PLC IPATH SER B BE|10.19
20230414|06746P431|JJT|152|BARCLAYS BK PLC IPATH SER B BL|77.36
20230414|06746P449|SGG|170|BARCLAYS BK PLCIPATH SER B BLO|81.76
20230414|06746P456|JJS|570|BARCLAYS BK PLC IPATH SER B BL|71.49
20230414|06746P480|JJN|348|BARCLAYS BK PLC IPATH SER B BL|31.55
20230414|06746P514|JJM|101|BARCLAYS BK PLC IPATH SER B BL|62.20
20230414|06746P548|BAL|252|BARCLAYS BK PLC IPATH SER B BL|59.66
20230414|06746P555|JJC|10|BARCLAYS BK PLC IPATH SER B BL|21.08
20230414|06746P563|JO|450|BARCLAYS BK PLC IPATH SER B BL|57.18
20230414|06746P613|VXZ|85|BARCLAYS BK PLC IPTAH SER B S&|22.31
20230414|06748F324|VXX|23857|BARCLAYS BK PLC IPATH SER SP 5|41.34
20230414|06759L103|BBDC|106|BARINGS BDC INC COM (MD)|7.64
20230414|06760L100|BGH|33|BARINGS GLOBAL SHORT DURATION |13.49
20230414|06761A103|MPV|849|BARINGS PARTN INVS SH BEN INT |13.06
20230414|06777U101|BNED|995|BARNES & NOBLE ED INC COM|1.62
20230414|067806109|B|770|BARNES GROUP INCORPORATED|40.84
20230414|067901108|GOLD|5105|BARRICK GOLD CORP|20.05
20230414|068221100|BRN|43|BARNWELL INDUSTRIES INC|2.83
20230414|068463108|BBSI|553|BARRETT BUSINESS SVCS INC|89.41
20230414|068788108|BRRLY|71|BARRY CALLEBAUT AG ADR (CHE)|22.50
20230414|06975E107|BCBNF|6887|BASE CARBON INC (CANADA)|0.26
20230414|070490206|BCCEF|2000|BACTECH ENVIRONMENTAL CORP ORD|0.05
20230414|071734107|BHC|19|BAUSCH HEALTH COMPANIES INC CO|7.54
20230414|07272M107|BCML|16|BAYCOM CORP COM STK|16.70
20230414|072730302|BAYRY|155689|BAYER AG SPONS ADR|16.92
20230414|07279B104|BAFN|52|BAYFIRST FINL CORP|14.98
20230414|07317Q105|BTE|3625|BAYTEX ENERGY CORP (CDA)|4.06
20230414|073463101|BODY|10596|BEACHBODY CO INC CL A (DE)|0.45
20230414|07373B117|BEEMW|390|BEAM GLOBAL WARRANT 04/15/2024|5.78
20230414|07380N104|BCEKF|22135|BEAR CREEK MINING CORPORATION |0.60
20230414|07402Q119|BRDWS|300|BEARD ENERGY TRANSITION ACQUIS|0.05
20230414|07558K106|BBOP|150|BEBOP CHANNEL CORP|1.00
20230414|075887406|BDXB|1|BECTON DICKINSON & CO|50.42
20230414|075896100|BBBY|560739|BED BATH & BEYOND INC|0.26
20230414|077347201|BELFA|363|BEL FUSE INC CL A|36.37
20230414|077454106|BDC|929|BELDEN, INC COM|81.40
20230414|07782B104|BLTE|64|BELITE BIO INC ADR (CYM)|29.06
20230414|07831C103|BRBR|3307|BELLRING DISTR LLC COM (DE)|33.78
20230414|079174116|BLACW|1500|BELLEVUE LIFE SCIENCES ACQUISI|0.08
20230414|079174124|BLACR|629|BELLEVUE LIFE SCIENCES ACQUISI|0.16
20230414|07987C204|BLU|815|BELLUS HEALTH INC NEW COM NEW |7.19
20230414|081379109|BMTLF|500|BEMETALS CORP (CANADA)|0.09
20230414|08160H101|BHE|150|BENCHMARK ELECTRONICS INC|22.94
20230414|082490103|BHIL|2349|BENSON HILL INC COM (DE)|1.11
20230414|082490111|BHILWS|954|BENSON HILL INC WT EXP (DE)|0.07
20230414|08265T208|BSY|18496|BENTLEY SYS INC CL B|42.58
20230414|08425P104|BKGFY|5146|Berkeley Group Holdings Plc Un|10.90
20230414|084423706|WRBPRE|1127|BERKLEY W R CORP|24.24
20230414|084423805|WRBPRF|2606|BERKLEY W R CORP SUB DEB DTD12|21.61
20230414|084423888|WRBPRG|1598|BERKLEY W R CORP SUB DEB 09/30|19.13
20230414|084656107|BGRY|12853|BERKSHIRE GREY INC CL A COM (D|1.38
20230414|084680107|BHLB|1859|BERKSHIRE HILLS BANCORP INC|23.45
20230414|086516101|BBY|3341|BEST BUY CO INC|73.19
20230414|08653C601|BEST|4117|BEST INC SPONSORED ADR NEW 202|2.63
20230414|08771Y303|BTTR|13500|BETTER CHOICE CO INC|0.48
20230414|08772P202|BETRF|22600|BETTERLIFE PHARMA INC|0.06
20230414|08773T104|BTTX|1598|BETTER THERAPEUTICS INC COM (D|1.29
20230414|088606108|BHP|49937|BHP GROUP LIMITED ADS ( 2 ORD |62.70
20230414|08862E109|BYND|27885|BEYOND MEAT INC COM (DE)|14.83
20230414|088650106|BYDMF|8810|BEYOND MINERALS INC COM (CANAD|0.33
20230414|088786108|BCYC|49|BICYCLE THERAPEUTICS PLC SPONS|20.40
20230414|088836309|BDVSY|10|BIDVEST GROUP LTD SPON ADR NEW|28.18
20230414|08915P101|BGFV|11176|BIG 5 SPORTING GOODS CORP|7.98
20230414|08949R107|ALVLF|35500|BIG RIDGE GOLD CORP (CANADA)|0.09
20230414|08975B109|BBAI|675069|BIGBEAR AI HLDGS INC|2.79
20230414|089804108|BBKCF|4180|BIGG DIGITAL ASSETS INC COM (C|0.25
20230414|09001T114|TWCBW|77|BILANDER ACQUISITION CORP WT E|0.08
20230414|090043100|BILL|46|BILL HOLDINGS INC COM (DE)|76.42
20230414|09060C408|BKYI|494|BIO-KEY INTL INC COM PAR $0.00|0.83
20230414|09062W204|BLFS|815|BIOLIFE SOLUTIONS INC COM STK |21.37
20230414|090622309|VYBE|598|LIMITLESS X HLDGS INC COM PAR |2.99
20230414|09063M205|BNOX|1126|BIONOMICS LTD ADS (AUS)|2.21
20230414|090673104|BTTAY|6|BIOTEST AG UNSPONSORED ADR (GE|24.27
20230414|090684200|BSEM|10|BIOSTEM TECHNOLOGIES INC COM N|2.20
20230414|090690108|BIOYF|5117|BioSyent Inc Ordinary Shares (|5.64
20230414|090697103|BIREF|2700|BIRCHCLIFF ENERGY LTD NEW (CAN|6.12
20230414|09072L206|BOPO|2310|BIOPOWER OPERATIONS CORP COMMO|0.27
20230414|09072V501|BIOC|510|BIOCEPT INC|0.34
20230414|09073N201|BSGM|1233|BIOSIG TECHNOLOGIES INC COM NE|1.10
20230414|09075D102|BIXT|76|BIOXYTRAN INC COM|0.45
20230414|09075F107|BNGO|54937|BIONANO GENOMICS INC COM|1.16
20230414|09075F115|BNGOW|1088|BIONANO GENOMICS, INC. WARRANT|0.09
20230414|09075P105|BTAI|548|BIOXCEL THERAPEUTICS INC COM (|19.14
20230414|09075V102|BNTX|10821|BIONTECH SE ADS (DEU)|129.65
20230414|09075X108|BDSX|8775|BIODESIX INC COM (DE)|1.75
20230414|09076M101|BVAXF|892|BIOVAXYS TECHNOLOGY (CANADA)|0.04
20230414|09076P104|BIRDF|43|BIRD CONSTRUCTION INC. COMMON |6.66
20230414|09076W109|BIAF|1836|BIOAFFINITY TECHNOLOGIES INC C|1.61
20230414|09076W117|BIAFW|249|BIOAFFINITY TECHNOLOGIES INC W|0.32
20230414|09077A106|BMEA|6451|BIOMEA FUSION INC COM (DE)|25.84
20230414|09077D100|BFRI|1892|BIOFRONTERA INC COM|0.60
20230414|09077J107|BRDS|61071|BIRD GLOBAL INC CL A|0.18
20230414|090911405|BIOL|3785|BIOLASE INC COM PAR $0.001 (DE|0.24
20230414|09173B107|BITF|60237|BITFARMS LTD COM (CAN)|1.25
20230414|09173W101|BCNWF|52|BITCOIN WELL INC COM(CANADA)|0.04
20230414|091748103|BWEB|24|BITWISE FDS TR WEB3 ETF|30.52
20230414|091748202|BITC|619|BITWISE FDS TR BITCOIN STRATEG|27.12
20230414|09175M101|AULT|135211|AULT ALLIANCE, INC. COM|0.11
20230414|09183V101|BBBT|14454|BLACK BIRD BIOTECH INC COM (NV|.
20230414|091941104|BGT|7650|BLACKROCK FLOATING RATE INCOME|11.32
20230414|09215C105|BKI|5|BLACK KNIGHT INC COM STK (DE) |56.28
20230414|09228F103|BB|175|BLACKBERRY LTD COM STK (CDA)|4.49
20230414|09229E303|BLBX|1910|BLACKBOXSTOCKS INC COM PAR $0.|2.47
20230414|09239B109|BL|3471|BLACKLINE INC COM|63.67
20230414|09247F209|BKT|189|BLACKROCK INCOME TRUST INC NEW|12.64
20230414|09247X101|BLK|17|BLACKROCK INC|670.73
20230414|09248D104|BUI|4902|BLACKROCK UTIL,INFRASTRCTURE &|23.29
20230414|09248L106|BNY|276|BLACKROCK NEW YORK MUNICIPAL I|10.49
20230414|09248X100|BBN|6381|BLACKROCK TAXABLE MUNI BD TR C|17.99
20230414|09249N101|BLE|6|BLACKROCK MUNI INCOME TRUST II|10.65
