SYMBOL,DESCRIPTION,ticker,cik,TICKER,CIK
HTOO,FUSION FUEL GREEN LTD SHS CL A,HTOO,CIK0001819794,HTOO,CIK0001819794
ENCPW,ENERGEM CORP WT EXP (CYM),ENCPW,CIK0001879373,ENCPW,CIK0001879373
ESTA,ESTABLISHMENT LABS HLDGS INC C,ESTA,CIK0001688757,ESTA,CIK0001688757
ENTF,ENTERPRISE 4.0 TECHNOLOGY ACQ.,ENTF,CIK0001870925,ENTF,CIK0001870925
ENTFW,ENTERPRISE 4.0 TECHNOLOGY ACQ.,ENTFW,CIK0001870925,ENTFW,CIK0001870925
EUCRW,EUCRATES BIOMEDICAL ACQUISITIO,EUCRW,CIK0001822929,EUCRW,CIK0001822929
ARYE,ARYA SCIENCES ACQUISITION CORP,ARYE,CIK0001852432,ARYE,CIK0001852432
NFYS,ENPHYS ACQUISITION CORP CL A (,NFYS,CIK0001850502,NFYS,CIK0001850502
ESNT,ESSENT GROUP LTD COM SHS (BMU),ESNT,CIK0001448893,ESNT,CIK0001448893
RE,EVEREST RE GP LTD(BERM)HLDG CO,RE,CIK0001095073,RE,CIK0001095073
FATPW,FAT PROJS ACQ.CORP WT EXP (CYM,FATPW,CIK0001865045,FATPW,CIK0001865045
FLNG,FLEX LNG LTD SHS NEW,FLNG,CIK0001772253,FLNG,CIK0001772253
FRBN,FORBION EUROPEAN ACQUISITION C,FRBN,CIK0001874495,FRBN,CIK0001874495
FDP,FRESH DEL MONTE PRODUCE(ORD),FDP,CIK0001047340,FDP,CIK0001047340
FTAI,FTAI FIN HOLDCO LTD SHS,FTAI,CIK0001590364,FTAI,CIK0001590364
GHRS,GH RESH PLC SHS (IRL),GHRS,CIK0001855129,GHRS,CIK0001855129
GCT,GIGACLOUD TECHNOLOGY INC CL A ,GCT,CIK0001857816,GCT,CIK0001857816
EPOW,GLOBAL INTERNET OF PEOPLE INC ,EPOW,CIK0001780731,EPOW,CIK0001780731
GTACW,GLOBAL TECHNOLOGY ACQUISITION ,GTACW,CIK0001848821,GTACW,CIK0001848821
GENI,GENIUS SPORTS LTD SHS (GGY),GENI,CIK0001834489,GENI,CIK0001834489
GFS,GLOBALFOUNDRIES INC SHS (CYM) ,GFS,CIK0001709048,GFS,CIK0001709048
GRRR,GORILLA TECHNOLOGY GROUP INC O,GRRR,CIK0001903145,GRRR,CIK0001903145
GRRRW,GORILLA TECHNOLOGY GROUP INC W,GRRRW,CIK0001903145,GRRRW,CIK0001903145
GSUN,GOLDEN SUN ED GROUP LTD USD CL,GSUN,CIK0001826376,GSUN,CIK0001826376
GRCY,GREENCITY ACQUISITION CORP USD,GRCY,CIK0001768910,GRCY,CIK0001768910
GRAB,GRAB HLDGS LTD CL A ORD (CYM) ,GRAB,CIK0001855612,GRAB,CIK0001855612
GFGD,GROWTH GOOD ACQUISITION CORP C,GFGD,CIK0001876714,GFGD,CIK0001876714
HMACR,HAINAN MANASLU ACQUISITION COR,HMACR,CIK0001894370,HMACR,CIK0001894370
GFAI,GUARDFORCE AI CO LTD SHS NEW U,GFAI,CIK0001804469,GFAI,CIK0001804469
HELE,HELEN OF TROY LTD-NEW-BERMUDA ,HELE,CIK0000916789,HELE,CIK0000916789
HLF,HERBALIFE NUTRITION LTD,HLF,CIK0001180262,HLF,CIK0001180262
PRLH,PEARL HLDGS ACQUISITIONS CORP ,PRLH,CIK0001856161,PRLH,CIK0001856161
JHG,HENDERSON GROUP PLC ORD SHS (J,JHG,CIK0001274173,JHG,CIK0001274173
HKIT,HITEK GLOBAL INC SHS (CYM),HKIT,CIK0001742341,HKIT,CIK0001742341
HUDI,HUADI INTL GROUP CO LTD USD OR,HUDI,CIK0001791725,HUDI,CIK0001791725
IHS,IHS HLDG LTD ORD SHS (CYM),IHS,CIK0001876183,IHS,CIK0001876183
ICLR,ICON PLC ADR,ICLR,CIK0001060955,ICLR,CIK0001060955
INDO,INDONESIA ENERGY CORP LTD USD ,INDO,CIK0001757840,INDO,CIK0001757840
IFBD,INFOBIRD CO LTD,IFBD,CIK0001815566,IFBD,CIK0001815566
IFIN,INFINT ACQUISITION CORP ORD SH,IFIN,CIK0001862935,IFIN,CIK0001862935
ILAG,INTELLIGENT LIVING APPLICATION,ILAG,CIK0001814963,ILAG,CIK0001814963
IGT,INTERNATIONAL GAME TECHNOLOGY ,IGT,CIK0001619762,IGT,CIK0001619762
IXAQU,IX ACQUISITION CORP UNIT 1 CL ,IXAQU,CIK0001852019,IXAQU,CIK0001852019
JUGGW,JAWS JUGGERNAUT ACQUISITION CO,JUGGW,CIK0001842609,JUGGW,CIK0001842609
JWSM,JAWS MUSTANG ACQUISITION CORP ,JWSM,CIK0001831359,JWSM,CIK0001831359
FRGT,FREIGHT TECHNOLOGIES INC SHS N,FRGT,CIK0001687542,FRGT,CIK0001687542
JWEL,JOWELL GLOBAL LTD USD ORD SHS ,JWEL,CIK0001805594,JWEL,CIK0001805594
KXIN,KAIXIN AUTO HLDGS SHS (CYM),KXIN,CIK0001713539,KXIN,CIK0001713539
KAL,KALERA PUB LTD CO SHS NEW (IRL,KAL,CIK0001909152,KAL,CIK0001909152
KRNLW,KERNEL GROUP HLDGS INC WT EXP ,KRNLW,CIK0001832950,KRNLW,CIK0001832950
KNSA,KINIKSA PHARMACEUTICALS LTD,KNSA,CIK0001730430,KNSA,CIK0001730430
EZGO,EZGO TECHNOLOGIES LTD USD ORD ,EZGO,CIK0001806904,EZGO,CIK0001806904
LCAA,L CATTERTON ASIA ACQUISITION C,LCAA,CIK0001841024,LCAA,CIK0001841024
LBBBR,LAKESHORE ACQUISITION II CORP.,LBBBR,CIK0001867287,LBBBR,CIK0001867287
LANV,LANVIN GROUP HLDGS LTD SHS (CY,LANV,CIK0001922097,LANV,CIK0001922097
LICN,LICHEN CHINA LTD USD CL A ORD ,LICN,CIK0001876766,LICN,CIK0001876766
LBTYK,LIBERTY GLOBAL PLC SHS CL C (U,LBTYK,CIK0001570585,LBTYK,CIK0001570585
LIN,LINDE PLC NEW SHS (IRL),LIN,CIK0001707925,LIN,CIK0001707925
MHLD,MAIDEN HOLDINGS LTD COM STK (B,MHLD,CIK0001412100,MHLD,CIK0001412100
LYT,LYTUS TECHNOLOGIES HLDGS PTV L,LYT,CIK0001816319,LYT,CIK0001816319
MLACW,MALACCA STRAITS ACQUISITION CO,MLACW,CIK0001807594,MLACW,CIK0001807594
MLAC,MALACCA STRAITS ACQUISITION CO,MLAC,CIK0001807594,MLAC,CIK0001807594
MARX,MARS ACQUISITION CORP SHS (CYM,MARX,CIK0001892922,MARX,CIK0001892922
MGTX,MEIRAGTX HLDGS PLC (CYM),MGTX,CIK0001735438,MGTX,CIK0001735438
MACAW,MORINGA ACQ CORP USD WTS TO PU,MACAW,CIK0001835416,MACAW,CIK0001835416
MTC,MMTEC INC SHS NEW US$0.01(VGB),MTC,CIK0001742518,MTC,CIK0001742518
NBR,NABORS INDS LTD (NEW) BERMUDA ,NBR,CIK0001163739,NBR,CIK0001163739
NEGG,NEWEGG COMM INC USD COM SHS (V,NEGG,CIK0001474627,NEGG,CIK0001474627
JOBY,JOBY AVIATION INC (CYM),JOBY,CIK0001819848,JOBY,CIK0001819848
GDEV,NEXTERS INC ORD SHS (VGB),GDEV,CIK0001848739,GDEV,CIK0001848739
NE,NOBLE CORP PLC USD0.00001 A AL,NE,CIK0001458891,NE,CIK0001458891
MBTCR,NOCTURNE ACQUISITION CORP USD ,MBTCR,CIK0001837344,MBTCR,CIK0001837344
NCLH,NORWEGIAN CRUISE LINE HLDGS LT,NCLH,CIK0001513761,NCLH,CIK0001513761
NVCR,NOVOCURE LTD ORD SHS (JEY),NVCR,CIK0001645113,NVCR,CIK0001645113
NU,NU HLDGS LTD,NU,CIK0001691493,NU,CIK0001691493
NVT,NVENT ELEC PLC SHS (IRL),NVT,CIK0001720635,NVT,CIK0001720635
ORIAW,ORION BIOTECH OPPORTUNITIES CO,ORIAW,CIK0001847416,ORIAW,CIK0001847416
OST,OSTIN TECHNOLOGY GROUP CO LTD ,OST,CIK0001803407,OST,CIK0001803407
PAGS,PAGSEGURO DIGITAL LTD,PAGS,CIK0001712807,PAGS,CIK0001712807
PANL,PANGEA LOGISTICS SOLUTIONS LTD,PANL,CIK0001606909,PANL,CIK0001606909
PROK,PROKIDNEY CORP ORD SHS CL A(CY,PROK,CIK0001850270,PROK,CIK0001850270
PEPLW,PEPPERLIME HEALTH ACQ.CORP WT ,PEPLW,CIK0001873324,PEPLW,CIK0001873324
PERF,PERFECT CORP CL A ORD SHS (CYM,PERF,CIK0001899830,PERF,CIK0001899830
PCCTW,PERCEPTION CAP CORP II RED WT ,PCCTW,CIK0001844149,PCCTW,CIK0001844149
PRTG,PORTAGE BIOTECH INC,PRTG,CIK0001095435,PRTG,CIK0001095435
PBTS,POWERBRIDGE TECHNOLOGIES CO LT,PBTS,CIK0001754323,PBTS,CIK0001754323
PRE,PRENETICS GLOBAL LTD CL A ORD ,PRE,CIK0001876431,PRE,CIK0001876431
PRSRU,PROSPECTOR CAP CORP UNIT 1 CL ,PRSRU,CIK0001825473,PRSRU,CIK0001825473
RCON,"RECON TECHNOLOGY, LTD. CLASS A",RCON,CIK0001442620,RCON,CIK0001442620
RNW,RENEW ENERGY GLOBAL PLC SHS CL,RNW,CIK0001848763,RNW,CIK0001848763
ROIV,ROIVANT SCIENCES LTD SHS (BMU),ROIV,CIK0001635088,ROIV,CIK0001635088
RPRX,ROYALTY PHARMA PLC SHS CL A (G,RPRX,CIK0001802768,RPRX,CIK0001802768
SATL,SATELLOGIC INC. USD CL A ORD S,SATL,CIK0001874315,SATL,CIK0001874315
STX,SEAGATE TECH HLDS PLC ORDINARY,STX,CIK0001137789,STX,CIK0001137789
TIOAU,TIO TECH A UNIT 1 CL A & 1/3 R,TIOAU,CIK0001846163,TIOAU,CIK0001846163
ST,SENSATA TECHNOLOGIES HLDG PLC ,ST,CIK0001477294,ST,CIK0001477294
SVNAW,7 ACQUISITION CORP WT EXP (CYM,SVNAW,CIK0001850699,SVNAW,CIK0001850699
SHUAW,SHUAA PARTNERS ACQUISITION COR,SHUAW,CIK0001886268,SHUAW,CIK0001886268
SLVR,SILVERSPAC INC CL A (CYM),SLVR,CIK0001842644,SLVR,CIK0001842644
SLAM,SLAM CORP CL A (CYM),SLAM,CIK0001838162,SLAM,CIK0001838162
SKYAW,SKYDECK ACQUISITION CORP WT EX,SKYAW,CIK0001847152,SKYAW,CIK0001847152
SGH,SMART GLOBAL HLDGS INC SHS,SGH,CIK0001616533,SGH,CIK0001616533
STBX,STARBOX GROUP HLDGS LTD.SHS NE,STBX,CIK0001914818,STBX,CIK0001914818
STE,STERIS PLC ORD SHS(IRL),STE,CIK0001757898,STE,CIK0001757898
APAC,STONEBRIDGE ACQUISITION CORP C,APAC,CIK0001844981,APAC,CIK0001844981
STNE,STONECO LTD CL A (CYM),STNE,CIK0001745431,STNE,CIK0001745431
SGHC,SUPER GROUP SGHC LTD COM,SGHC,CIK0001878057,SGHC,CIK0001878057
SWVL,SWVL HLDGS CORP,SWVL,CIK0001875609,SWVL,CIK0001875609
TOAC,TALON 1 ACQUISITION CORP CL A ,TOAC,CIK0001860482,TOAC,CIK0001860482
TAOP,"TAPPING INC, BVI ORDINARY SHAR",TAOP,CIK0001552670,TAOP,CIK0001552670
FTI,TECHNIPFMC PLC COM (GBR),FTI,CIK0001681459,FTI,CIK0001681459
TBPH,THERAVANCE BIOPHARMA INC ORD S,TBPH,CIK0001583107,TBPH,CIK0001583107
TRMD,TORM PLC SHS CL A,TRMD,CIK0001655891,TRMD,CIK0001655891
TT,TRANE TECHNOLOGIES PLC SHS (IR,TT,CIK0001466258,TT,CIK0001466258
TRAQ,TRINE II ACQUISITION CORP CL A,TRAQ,CIK0001841230,TRAQ,CIK0001841230
TROO,"TROOPS, INC. ORDINARY SHARES",TROO,CIK0001412095,TROO,CIK0001412095
TNP,TSAKOS ENERGY NAVIGATION LTD,TNP,CIK0001166663,TNP,CIK0001166663
TWOA,TWO CL A SHS (CYM),TWOA,CIK0001843988,TWOA,CIK0001843988
VHNAU,VAHANNA TECH EDGE ACQUISITION ,VHNAU,CIK0001868640,VHNAU,CIK0001868640
VNTR,VENATOR MATLS PLC SHS (GBR),VNTR,CIK0001705682,VNTR,CIK0001705682
VTRU,VITRU LTD COM (CYM),VTRU,CIK0001805012,VTRU,CIK0001805012
GLNG,GOLAR LNG LTD (BERMUDA),GLNG,CIK0001207179,GLNG,CIK0001207179
EVTL,VERTICAL AEROSPACE LTD SHS,EVTL,CIK0001867102,EVTL,CIK0001867102
UTAA,UTA ACQUISITION CORP CL A ORD ,UTAA,CIK0001879221,UTAA,CIK0001879221
UTAAW,UTA ACQUISITION CORP WT EXP 10,UTAAW,CIK0001879221,UTAAW,CIK0001879221
VRAX,VIRAX BIOLABS GROUP LTD SHS (C,VRAX,CIK0001885827,VRAX,CIK0001885827
WALD,WALDENCAST PLC,WALD,CIK0001840199,WALD,CIK0001840199
WALDW,WALDENCAST PLC WT EXP 07/27/27,WALDW,CIK0001840199,WALDW,CIK0001840199
WEJO,WEJO GROUP LTD COM (BMU),WEJO,CIK0001864448,WEJO,CIK0001864448
WEJOW,WEJO GROUP LTD WT EXP (BMU),WEJOW,CIK0001864448,WEJOW,CIK0001864448
XP,XP INC CL A (CYM),XP,CIK0001787425,XP,CIK0001787425
XPAXW,XPAC ACQUISITION CORP WT EXP (,XPAXW,CIK0001853397,XPAXW,CIK0001853397
YTRA,YATRA ONLINE INC ORD SHS (CYM),YTRA,CIK0001516899,YTRA,CIK0001516899
YGF,YANGUFANG INTL GROUP CO. LTD. ,YGF,CIK0001875496,YGF,CIK0001875496
ZENV,ZENVIA INC COM CL A (CYM),ZENV,CIK0001836934,ZENV,CIK0001836934
TOP,TOP FINL GROUP LTD USD ORD SHS,TOP,CIK0001848275,TOP,CIK0001848275
ACIU,AC IMMUNE SA SHS (CHE),ACIU,CIK0001651625,ACIU,CIK0001651625
ADCT,ADC THERAPEUTICS SA SHS,ADCT,CIK0001771910,ADCT,CIK0001771910
ALC,ALCON INC. ORDINARY SHARES (CH,ALC,CIK0001167379,ALC,CIK0001167379
CRSP,CRISPR THERAPEUTICS AG NAMEN A,CRSP,CIK0001674416,CRSP,CIK0001674416
UBS,UBS GROUP AG ORD SHS (CHE),UBS,CIK0001610520,UBS,CIK0001610520
LOGI,LOGITECH INTERNATIONAL S.A .OR,LOGI,CIK0001032975,LOGI,CIK0001032975
ONON,ON HLDG AG NAMEN AKT A (CHE),ONON,CIK0001858985,ONON,CIK0001858985
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS,ASPS,CIK0001462418,ASPS,CIK0001462418
ALVO,ALVOTECH S A ORD SHS (LUX),ALVO,CIK0001898416,ALVO,CIK0001898416
ARVL,ARRIVAL GROUP COM (LUX),ARVL,CIK0001835059,ARVL,CIK0001835059
FREY,FREYR BATTERY SHS (LUX),FREY,CIK0001844224,FREY,CIK0001844224
TIGO,MILLICOM INTL CELLULAR SA REG ,TIGO,CIK0000912958,TIGO,CIK0000912958
NGMS,NEOGAMES S A SHS USD (LUX),NGMS,CIK0001821349,NGMS,CIK0001821349
NEXA,NEXA RES S A COM (LUX),NEXA,CIK0001713930,NEXA,CIK0001713930
PRM,PERIMETER SOLUTIONS SA SHS (LU,PRM,CIK0001880319,PRM,CIK0001880319
DRTS,ALPHA TAU MED LTD ORD SHS (ISR,DRTS,CIK0001871321,DRTS,CIK0001871321
ALLT,ALLOT LTD ORD SHS,ALLT,CIK0001365767,ALLT,CIK0001365767
BNRG,BRENMILLER ENERGY LTD SHARE (I,BNRG,CIK0001901215,BNRG,CIK0001901215
CSTE,CAESARSTONE LTD ORD SHS (ISR) ,CSTE,CIK0001504379,CSTE,CIK0001504379
CELJF,CELLCOM ISRAEL LTD ORD SHS (IS,CELJF,CIK0001385145,CELJF,CIK0001385145
CLBTW,CELLEBRITE DI LTD WT EXP (ISR),CLBTW,CIK0001854587,CLBTW,CIK0001854587
CGNT,COGNYTE SOFTWARE LTD ORD SHS,CGNT,CIK0001824814,CGNT,CIK0001824814
CGEN,COMPUGEN LTD,CGEN,CIK0001119774,CGEN,CIK0001119774
CYBR,CYBERARK SOFTWARE LTD. ORDINAR,CYBR,CIK0001598110,CYBR,CIK0001598110
ESLT,ELBIT SYSTEMS LTD,ESLT,CIK0001027664,ESLT,CIK0001027664
ENTXW,"EVERQUOTE, INC. WARRANT (ISR) ",ENTXW,CIK0001638097,ENTXW,CIK0001638097
EVGN,EVOGENE LTD ORD SHRS ORD SHARE,EVGN,CIK0001574565,EVGN,CIK0001574565
FRO,FRONTLINE PLC COM (CYP),FRO,CIK0000913290,FRO,CIK0000913290
GMDA,GAMIDA CELL LTD (ISR),GMDA,CIK0001600847,GMDA,CIK0001600847
INVZ,INNOVIZ TECHNOLOGIES LTD SHS (,INVZ,CIK0001835654,INVZ,CIK0001835654
GILT,GILAT SATELLITE NETWORKS LTD N,GILT,CIK0000897322,GILT,CIK0000897322
WILC,G.WILLI-FOOD INTL INC,WILC,CIK0001030997,WILC,CIK0001030997
ICCM,ICECURE MED LTD SHS NEW(ISR),ICCM,CIK0001584371,ICCM,CIK0001584371
ICL,ICL GROUP LTD,ICL,CIK0000941221,ICL,CIK0000941221
IINNW,INSPIRA TECHNOLOGIES OXY B H N,IINNW,CIK0001837493,IINNW,CIK0001837493
INMD,INMODE LTD SHS,INMD,CIK0001742692,INMD,CIK0001742692
INCR,INTERCURE LTD COM NEW (ISRAEL),INCR,CIK0001857030,INCR,CIK0001857030
IGLDF,INTERNET GOLD-GOLDEN LINES LTD,IGLDF,CIK0001090159,IGLDF,CIK0001090159
HUBC,HUB CYBER SEC LTD ORD SHS (ISR,HUBC,CIK0001905660,HUBC,CIK0001905660
JFBRW,JEFFS BRANDS LTD WT EXP (ISR) ,JFBRW,CIK0001885408,JFBRW,CIK0001885408
ITRN,ITURAN LOCATION & CONTROL LTD ,ITRN,CIK0001337117,ITRN,CIK0001337117
FROG,JFROG LTD ORD SHS,FROG,CIK0001800667,FROG,CIK0001800667
MDWD,MEDIWOUND LTD ORD SHS NEW,MDWD,CIK0001593984,MDWD,CIK0001593984
MNDY,MONDAY COM LTD SHS IRS,MNDY,CIK0001845338,MNDY,CIK0001845338
NYAX,NAYAX LTD SHS NEW(ISRAEL),NYAX,CIK0001901279,NYAX,CIK0001901279
MNDO,MIND C.T.I. LTD,MNDO,CIK0001119083,MNDO,CIK0001119083
NNOX,NANO-X IMAGING LTD ORD SHS (IS,NNOX,CIK0001795251,NNOX,CIK0001795251
OTMO,OTONOMO TECHNOLOGIES LTD SHS (,OTMO,CIK0001842498,OTMO,CIK0001842498
PRFX,PAINREFORM LTD ORD SHS (ISR),PRFX,CIK0001801834,PRFX,CIK0001801834
RSKD,RISKIFIED LTD ORD SHS CL A (IS,RSKD,CIK0001851112,RSKD,CIK0001851112
SATX,SATIXFY COMMUNICATIONS LTD SHA,SATX,CIK0001915403,SATX,CIK0001915403
SMWB,SIMILARWEB LTD SHS (ISR),SMWB,CIK0001842731,SMWB,CIK0001842731
TSEM,TOWER SEMICONDUCTOR LTD ORD SH,TSEM,CIK0000928876,TSEM,CIK0000928876
ZIM,ZIM INTEGRATED SHIPPING SERVIC,ZIM,CIK0001654126,ZIM,CIK0001654126
URGN,UROGEN PHARMA LTD ORD SHS (ISR,URGN,CIK0001668243,URGN,CIK0001668243
WKME,WALKME LTD ORD SHS (ISR),WKME,CIK0001847584,WKME,CIK0001847584
WIX,WIX.COM LTD ORDINARY SHS,WIX,CIK0001576789,WIX,CIK0001576789
AER,AERCAP HOLDINGS NV ORD SHS,AER,CIK0001378789,AER,CIK0001378789
AFMD,AFFIMED N V ORDINARY SHARES(NL,AFMD,CIK0001608390,AFMD,CIK0001608390
ATAI,ATAI LIFE SCIENCES N V SHS (NL,ATAI,CIK0001840904,ATAI,CIK0001840904
ALLG,ATHENA PUBCO B V ORD SHS,ALLG,CIK0001874474,ALLG,CIK0001874474
CVAC,CUREVAC N V CUREVAC N V IN CON,CVAC,CIK0001809122,CVAC,CIK0001809122
RACE,FERRARI N V NEW COM SHS (NLD) ,RACE,CIK0001648416,RACE,CIK0001648416
IMTX,IMMATICS N V ORD SHS (NLD),IMTX,CIK0001809196,IMTX,CIK0001809196
IFRX,INFLARX N V COM (NLD),IFRX,CIK0001708688,IFRX,CIK0001708688
LILM,LILIUM N.V. CORP CL A (NLD),LILM,CIK0001855756,LILM,CIK0001855756
LILMW,LILIUM N V,LILMW,CIK0001855756,LILMW,CIK0001855756
LYB,LYONDELLBASELL IND NV ORD SHS ,LYB,CIK0001489393,LYB,CIK0001489393
MYNZ,MAINZ BIOMED N V SHS USD (NLD),MYNZ,CIK0001874252,MYNZ,CIK0001874252
MRUS,MERUS N V COM (NLD),MRUS,CIK0001651311,MRUS,CIK0001651311
NAMS,NEWAMSTERDAM PHARMA CO NV SHS ,NAMS,CIK0001936258,NAMS,CIK0001936258
NXPI,NXP SEMICONDUCTORS N V,NXPI,CIK0001413447,NXPI,CIK0001413447
PLYA,PLAYA HOTELS & RESORTS N V ORD,PLYA,CIK0001692412,PLYA,CIK0001692412
SSU,SIGNA SPORTS UTD BV SHS (NLD) ,SSU,CIK0001869858,SSU,CIK0001869858
STLA,STELLANTIS N V SHS,STLA,CIK0001605484,STLA,CIK0001605484
QURE,UNIQURE N V ORD SHS (NLD),QURE,CIK0001590560,QURE,CIK0001590560
BLX,BANCO LATINOAMERICANO DE COMER,BLX,CIK0000890541,BLX,CIK0000890541
IFS,INTERCORP FINL SVCS INC COM,IFS,CIK0001615903,IFS,CIK0001615903
IREN,IRIS ENERGY LTD SHS (AUS),IREN,CIK0001878848,IREN,CIK0001878848
LCFY,LOCAFY LTD SHS NEW(AUS),LCFY,CIK0001875547,LCFY,CIK0001875547
CENN,CENNTRO ELECTRIC GROUP LIMITED,CENN,CIK0001707919,CENN,CIK0001707919
DCFCW,TRITIUM DCFC LTD WT EXP (AUS) ,DCFCW,CIK0001862490,DCFCW,CIK0001862490
MMYT,MAKEMYTRIP LIMITED ORDINDARY S,MMYT,CIK0001495153,MMYT,CIK0001495153
RCL,ROYAL CARIBBEAN GROUP,RCL,CIK0000884887,RCL,CIK0000884887
AFRI,FORAFRIC GLOBAL PLC SHS (GIB) ,AFRI,CIK0001903870,AFRI,CIK0001903870
AFRIW,FORAFRIC GLOBAL PLC WT EXP 06/,AFRIW,CIK0001903870,AFRIW,CIK0001903870
ASC,ARDMORE SHIPPING CORP COM MARS,ASC,CIK0001577437,ASC,CIK0001577437
CPLP,CAPITAL PRODUCT PARTNERS L P P,CPLP,CIK0001392326,CPLP,CIK0001392326
ESEA,EUROSEAS LTD SHS NEW 2019 (MHL,ESEA,CIK0001341170,ESEA,CIK0001341170
GLOP,GASLOG PARTNERS LP UNIT LTD PA,GLOP,CIK0001598655,GLOP,CIK0001598655
GLBS,GLOBUS MARITIME LIMITED COM PA,GLBS,CIK0001499780,GLBS,CIK0001499780
GRIN,GRINDROD SHIPPING HLDGS LTD SH,GRIN,CIK0001725293,GRIN,CIK0001725293
GNS,GENIUS GROUP LTD SHS (SGP),GNS,CIK0001847806,GNS,CIK0001847806
IMPP,IMPERIAL PETE INC,IMPP,CIK0001876581,IMPP,CIK0001876581
KNOP,KNOT OFFSHORE PARTNERS LP COM ,KNOP,CIK0001564180,KNOP,CIK0001564180
MAXN,MAXEON SOLAR TECHNOLOGIES PTE ,MAXN,CIK0001796898,MAXN,CIK0001796898
NM,NAVIOS MARITIME HOLDINGS INC C,NM,CIK0001333172,NM,CIK0001333172
OP,OCEANPAL INC COM NEW(MHL),OP,CIK0001869467,OP,CIK0001869467
PSHG,PERFORMANCE SHIPPING INC COM P,PSHG,CIK0001481241,PSHG,CIK0001481241
PXSAP,PYXIS TANKERS INC SER A CUM CO,PXSAP,CIK0001640043,PXSAP,CIK0001640043
PXS,PYXIS TANKERS INC COM,PXS,CIK0001640043,PXS,CIK0001640043
SHIP,SEANERGY MARITIME HOLDINGS COR,SHIP,CIK0001448397,SHIP,CIK0001448397
SB,SAFE BULKERS INC COM STK (MH) ,SB,CIK0001434754,SB,CIK0001434754
SBLK,STAR BULK CARRIERS CORP SH PAR,SBLK,CIK0001386716,SBLK,CIK0001386716
TK,TEEKAY CORPORATION (MARSHALL I,TK,CIK0000911971,TK,CIK0000911971
TNK,TEEKAY TANKERS LTD SHS A NEW,TNK,CIK0001419945,TNK,CIK0001419945
TOPS,TOP SHIPS INC SHS NEW SEPT 202,TOPS,CIK0001296484,TOPS,CIK0001296484
USEA,UNITED MARITIME CORP COM (MHL),USEA,CIK0001912847,USEA,CIK0001912847
AAON,AAON INC,AAON,CIK0000824142,AAON,CIK0000824142
ABB,ABB LTD ADS ( 1 REG SHS),ABB,CIK0001091587,ABB,CIK0001091587
ACNB,ACNB CORP,ACNB,CIK0000715579,ACNB,CIK0000715579
ADMQ,ADM ENDEAVORS INC COM,ADMQ,CIK0001588014,ADMQ,CIK0001588014
ADMA,ADMA BIOLOGICS INC COM,ADMA,CIK0001368514,ADMA,CIK0001368514
ABSI,ABSCI CORP,ABSI,CIK0001672688,ABSI,CIK0001672688
ACVA,ACV AUCTIONS INC CL A,ACVA,CIK0001637873,ACVA,CIK0001637873
AFL,AFLAC INC,AFL,CIK0000004977,AFL,CIK0000004977
AFCG,AFC GAMMA INC COM (MD),AFCG,CIK0001822523,AFCG,CIK0001822523
MITT,AG MTG INVT TR INC COM STK NEW,MITT,CIK0001514281,MITT,CIK0001514281
AGNC,AGNC INVT CORP COM,AGNC,CIK0001423689,AGNC,CIK0001423689
AGNCM,AGNC INVT CORP CUM RED PFD SER,AGNCM,CIK0001423689,AGNCM,CIK0001423689
AGNCO,AGNC INVT CORP DEP SH REP 1/10,AGNCO,CIK0001423689,AGNCO,CIK0001423689
AESC,AES CORP UNIT,AESC,CIK0000874761,AESC,CIK0000874761
AKA,A K A BRANDS HLDG CORP COM (DE,AKA,CIK0001865107,AKA,CIK0001865107
AMC,AMC ENTMT HLDGS INC CL A COM S,AMC,CIK0001411579,AMC,CIK0001411579
APE,AMC ENTMT HLDGS INC PFD EQUITY,APE,CIK0001411579,APE,CIK0001411579
HKD,AMTD DIGITAL INC SPONSORED ADS,HKD,CIK0001809691,HKD,CIK0001809691
AMRK,"A-MARK PRECIOUS METALS, INC CO",AMRK,CIK0001591588,AMRK,CIK0001591588
ANGI,ANGI INC. CLASS A COMMON STOCK,ANGI,CIK0001705110,ANGI,CIK0001705110
ASXFY,ASX Ltd Unsponsored ADR (Austr,ASXFY,CIK0001449003,ASXFY,CIK0001449003
ASMVY,ASMPT LIMITED AMERICAN DEPOSIT,ASMVY,CIK0001447945,ASMVY,CIK0001447945
ATEN,A10 NETWORKS INC COM STK (DE) ,ATEN,CIK0001580808,ATEN,CIK0001580808
ATNI,ATN INTL INC COM,ATNI,CIK0000879585,ATNI,CIK0000879585
ASX,ASE TECHNOLOGY HLDG CO LTD SPO,ASX,CIK0001122411,ASX,CIK0001122411
ATIP,ATI PHYSICAL THERAPY INC CL A ,ATIP,CIK0001815849,ATIP,CIK0001815849
ASTS,AST SPACEMOBILE INC CL A (DE) ,ASTS,CIK0001780312,ASTS,CIK0001780312
AZ,A2Z SMART TECHNOLOGI (CANADA) ,AZ,CIK0001866030,AZ,CIK0001866030
ABCL,ABCELLERA BIOLOGICS INC. (CAN),ABCL,CIK0001703057,ABCL,CIK0001703057
ANF,ABERCROMBIE & FITCH CO CL-A,ANF,CIK0001018840,ANF,CIK0001018840
FAX,ABRDN ASIA-PACIFIC INCOME FUND,FAX,CIK0000790500,FAX,CIK0000790500
